"_time",asset,assigned,"assigned_to","assigned_to_name","assignment_user_name","assignment_user_username","can_print",category,"change_control","checked_in",comments,company,cost,"cost_center","delivery_date",department,"discovery_source","dns_domain",due,"due_in",endpoint,eventtype,"first_discovered",fqdn,"gl_account",host,"install_date","install_status","invoice_number","ip_address",justification,"last_discovered",latitude,"lease_id",linecount,location,"location_name",longitude,"maintenance_schedule","managed_by",manufacturer,"model_id","model_number",monitor,name,"order_date","owned_by","po_number","purchase_date",schedule,"serial_number","short_description","skip_sync","splunk_server","splunk_server_group","start_date",status,subcategory,"support_group","sys_created_by","sys_created_on","sys_domain","sys_id","sys_mod_count","sys_updated_by","sys_updated_on",tag,"tag::eventtype",timestamp,unverified,user,vendor,"warranty_expiration"
"1415125285.1",8537a94f6f16a100d8ca9122be3ee45d,"","",,,,false,Hardware,"","","","","","","","","","","","","https://your.service-now.com/","snow:cmdb_ci_list","","","","localhost","",1,"","","","",,"",1,"",,,"","","",c4c2efb16f8d2100d8ca9122be3ee481,"",false,,"","","","","","","",false,"localhost",,"",success,Computer,"",admin,"2014-08-07 12:40:53",global,5727a94f6f16a100d8ca9122be3ee45b,0,admin,"2014-08-07 12:40:53",,,none,false,,"",""
